,CO2_HW,CO2_ p_h,CO2_ p_Area ,CO2 (mg/m3),CO2 (ug/m3),CO2_EF,,acutal T1,, Actual time
264,55.78319861,370.5578826,20670.90396,37199.17277,37199172.77,117301391.5,38814.00369,,38869.78688,
265,93.31441891,367.8213356,34323.03419,61767.4235,61767423.5,194773275.4,38925.01458,,39018.329,
266,59.52534872,363.9753855,21665.76175,38989.50989,38989509.89,122946921.2,39134.86306,,39194.38841,
267,89.45640793,368.7809168,32989.81613,59368.17626,59368176.26,187207649.1,39292.57955,,39382.03595,
268,59.22725842,360.4371065,21347.70165,38417.1318,38417131.8,121142022.3,39454.82998,,39514.05724,
269,60.54779049,372.565122,22557.99495,40595.16474,40595164.74,128010086.1,39642.95947,,39703.50726,
270,104.4723336,367.3339266,38376.23254,69061.52277,69061522.77,217774001.8,39753.87306,,39858.34539,
271,13.80219188,362.6645442,5005.565625,9007.97086,9007970.86,28405134.78,39900.93774,,39914.73993,
272,54.46766669,365.8665016,19927.89466,35862.05992,35862059.92,113085028.9,39955.37451,,40009.84217,
273,26.41887313,356.8010029,9426.280429,16963.44944,16963449.44,53491410.57,40122.16657,,40148.58544,
274,132.0822444,367.8508045,48586.55985,87435.93593,87435935.93,275714651.3,40219.11051,,40351.19275,
275,5.335269175,356.091132,1899.84204,3418.93864,3418938.64,10781053.18,40417.16205,,40422.49732,
276,80.22945669,369.5796412,29651.17382,53359.9856,53359985.6,168261821.3,40527.31929,,40607.54875,
277,100.3633316,366.2356576,36756.63073,66146.90193,66146901.93,208583230.8,40701.30484,,40801.66817,
278,58.32776974,359.0643148,20943.42068,37689.5914,37689591.4,118847844.9,40855.88595,,40914.21371,
279,1.093320083,362.3152977,396.1265914,712.8658495,712865.8495,2247903.646,40889.5,,40890.59332,
280,47.49017889,362.7352235,17226.36066,31000.40363,31000403.63,97754606.13,41006.20443,,41053.69461,
281,252.4301965,360.4230102,90981.65129,163729.761,163729761,516294513.1,40989.99263,,41242.42282,
282,53.5911903,361.6824535,19382.99319,34881.46014,34881460.14,109992871,41300.32229,,41353.91348,
283,34.72028166,372.2992401,12926.33448,23262.11522,23262115.22,73353203.32,41461.8578,,41496.57808,
284,199.5481401,367.1214929,73258.41107,131835.1774,131835177.4,415720259.4,41445.5885,,41645.13664,
285,196.3610649,368.6100958,72380.67096,130255.6042,130255604.2,410739338.5,41754.6109,,41950.97196,
286,25.91304744,373.3388519,9674.347378,17409.86849,17409868.49,54899118.65,41877.30583,,41903.21888,
287,134.6905998,368.0741328,49576.12572,89216.74976,89216749.76,281330150.9,42142.48032,,42277.17092,
288,48.21777211,358.849719,17302.93397,31138.20429,31138204.29,98189137.53,42328.97514,,42377.19292,
289,57.53162159,358.0584443,20599.68292,37071.00403,37071004.03,116897232.7,42445.82289,,42503.35451,
290,125.5273997,368.1928293,46218.28845,83174.01602,83174016.02,262275397.2,42600.14719,,42725.67459,
291,5.238857048,375.7135342,1968.309497,3542.15206,3542152.06,11169586.16,42668.08537,,42673.32423,
292,40.29779178,374.5094388,15091.90338,27159.25353,27159253.53,85642179.47,42863.2403,,42903.53809,
293,194.1829359,368.4691978,71550.43064,128761.5112,128761511.2,406027965.2,42841.39774,,43035.58067,
294,112.771142,369.2950548,41645.82509,74945.4521,74945452.1,236327992.3,43163.27476,,43276.0459,
295,57.8058438,372.2759784,21519.72706,38726.70719,38726707.19,122118216.7,43348.20107,,43406.00691,
296,60.4595692,377.0497012,22796.2625,41023.94887,41023948.87,129362185.4,43490.66606,,43551.12563,
297,105.5017982,371.7054525,39215.59364,70572.02945,70572029.45,222537132.9,43636.16928,,43741.67108,
298,59.37550141,362.7963376,21541.21445,38765.37571,38765375.71,122240151.4,43799.74583,,43859.12133,
299,1.648253223,368.7976863,607.8719749,1093.920936,1093920.936,3449497.353,43833.46849,,43835.11674,
300,36.82487585,366.859966,13509.5727,24311.70548,24311705.48,76662911.27,44014.81862,,44051.64349,
301,69.71442011,375.1606455,26154.10685,47066.69536,47066695.36,148416979.4,44118.76766,,44188.48208,
302,130.116001,368.9971436,48012.43271,86402.74189,86402741.89,272456646.1,44248.34273,,44378.45873,
303,28.86160463,373.5624493,10781.61172,19402.49143,19402491.43,61182522.99,44474.52127,,44503.38288,
304,173.8050692,368.0333045,63966.05395,115112.7351,115112735.1,362988824.7,44451.13274,,44624.93781,
305,77.81545842,364.2269235,28342.48502,51004.88102,51004881.02,160835391.5,44698.27497,,44776.09043,
306,159.5979204,368.1839183,58761.38768,105746.4645,105746464.5,333453851.5,44836.0916,,44995.68952,
307,70.0177325,364.2128149,25501.35544,45892.0098,45892009.8,144712804.2,45139.79431,,45209.81204,
308,56.73990579,365.6905354,20749.24653,37340.15735,37340157.35,117745962.8,45277.82299,,45334.56289,
309,1.751953775,362.9985884,635.9567472,1144.46204,1144462.04,3608870.299,45367.57812,,45369.33007,
310,189.8246845,365.0048083,69286.92257,124688.1224,124688122.4,393183212.7,45394.06577,,45583.89045,
311,167.9199746,368.2694526,61839.79714,111286.3425,111286342.5,350922933.4,45659.68185,,45827.60183,
312,22.38721058,372.957004,8349.466989,15025.62566,15025625.66,47380806.26,45780.44307,,45802.83029,
313,73.63829718,367.8602652,27088.60353,48748.40717,48748407.17,153719977.3,45912.10225,,45985.74055,
314,55.3126961,367.3277487,20317.88813,36563.88866,36563888.66,115298128.9,46038.08257,,46093.39527,
315,110.7380141,367.6527046,40713.13038,73266.98309,73266983.09,231035220,46197.94103,,46308.67905,
316,58.73986318,361.9721691,21262.19569,38263.25604,38263256.04,120656800.7,46422.59997,,46481.33983,
317,96.19256489,363.521331,34968.04923,62928.18675,62928186.75,198433548.9,46581.68958,,46677.88214,
318,17.10430694,364.3115399,6231.2964,11213.78493,11213784.93,35360801.82,46638.02281,,46655.12712,
319,133.1757987,368.0940286,49021.21626,88218.1397,88218139.7,278181200.5,46797.62462,,46930.80042,
320,46.97232682,366.7345114,17226.37333,31000.42644,31000426.44,97754678.04,47009.64513,,47056.61746,
321,95.4470373,373.339115,35634.11244,64126.82811,64126828.11,202213264.6,47108.56945,,47204.01649,
322,7.976354952,354.431929,2827.074872,5087.578502,5087578.502,16042830.88,47260.52056,,47268.49692,
323,37.87575426,361.3103297,13684.90126,24627.22517,24627225.17,77657850.04,47344.93187,,47382.80763,
324,1.744593776,359.0597122,626.4133392,1127.287809,1127287.809,3554714.224,47415.66487,,47417.40947,
325,105.7919921,366.3128444,38752.96555,69739.48811,69739488.11,219911852.5,47465.58024,,47571.37223,
326,74.47853652,363.0570726,27039.95944,48660.86771,48660867.71,153443936.2,47622.54354,,47697.02207,
327,120.5131995,374.075591,45081.04633,81127.44534,81127445.34,255821877.6,47773.89075,,47894.40395,
328,108.8234739,358.9896772,39066.50377,70303.72867,70303728.67,221691091.1,47975.51164,,48084.33512,
329,15.37045128,363.6353645,5589.239653,10058.34539,10058345.39,31717315.79,48045.09176,,48060.46221,
330,94.43421515,369.1541883,34860.78604,62735.15688,62735156.88,197824861.4,48170.64868,,48265.08289,
331,126.2899641,366.7576186,46317.8065,83353.10782,83353107.82,262840133.3,48341.03755,,48467.32752,
332,101.1389901,364.2291899,36837.77243,66292.9238,66292923.8,209043686.4,48531.40892,,48632.54791,
333,10.94807668,361.6844838,3959.749464,7125.929506,7125929.506,22470431.04,48667.86682,,48678.81489,
334,111.4702157,365.1864523,40707.41262,73256.69346,73256693.46,231002773.4,48736.24246,,48847.71267,
335,78.12919889,361.5699913,28249.17377,50836.95892,50836958.92,160305877.1,48983.50618,,49061.63538,
336,24.14694025,358.9157082,8666.716161,15596.54442,15596544.42,49181103.41,49109.84045,,49133.98739,
337,99.52617057,372.067259,37030.42948,66639.62769,66639627.69,210136959.3,49273.74706,,49373.27323,
338,18.64221067,370.8420088,6913.314852,12441.1392,12441139.2,39231058.95,49534.44167,,49553.08388,
339,1.415647944,370.5081395,524.5090858,943.9018313,943901.8313,2976437.108,49566.81391,,49568.22956,
340,151.7928686,371.6815298,56418.6056,101530.415,101530415,320159241.9,49590.38084,,49742.17371,
341,68.42216369,369.7587127,25299.69116,45529.09657,45529096.57,143568417.9,49871.12985,,49939.55201,
342,149.4204642,365.6297659,54632.56934,98316.2802,98316280.2,310024003.6,50012.16773,,50161.5882,
343,4.502804237,371.6347273,1673.398425,3011.432748,3011432.748,9496051.266,50093.65157,,50098.15438,
344,0.512984368,364.0945547,186.774815,336.1182764,336118.2764,1059892.965,50205.98702,,50206.5,
345,24.43429372,363.9419379,8892.664206,16003.15849,16003158.49,50463293.11,50194.27576,,50218.71006,
346,90.64865135,379.5102677,34402.09394,61909.6987,61909698.7,195221916.6,50422.49454,,50513.14319,
347,83.09042381,390.1805086,32420.26383,58343.21506,58343215.06,183975604.8,50575.69779,,50658.78822,
348,67.56156268,373.3534049,25224.33947,45393.49434,45393494.34,143140818.8,50712.57966,,50780.14123,
349,5.811160089,380.0527562,2208.547409,3974.482045,3974482.045,12532866.71,50746.826,,50752.63716,
350,103.0698524,365.118497,37632.70959,67723.48556,67723485.56,213554724.5,50994.06683,,51097.13668,
351,64.46368356,362.1610549,23346.23564,42013.67559,42013675.59,132483123.7,51160.72152,,51225.18521,
352,14.23573743,353.397413,5030.87278,9053.513387,9053513.387,28548745.55,51296.55644,,51310.79218,
353,100.4480586,370.9095265,37257.14186,67047.61725,67047617.25,211423486.4,51402.90605,,51503.35411,
354,161.6333884,365.9852845,59155.44164,106455.6005,106455600.5,335689993.6,51616.11669,,51777.75008,
355,21.44721527,369.6547683,7928.065392,14267.27514,14267275.14,44989474.29,51729.40705,,51750.85426,
356,53.573129,360.0982525,19291.59014,34716.97203,34716972.03,109474185.1,51863.156,,51916.72913,
357,47.04507227,361.2477763,16994.92775,30583.91905,30583919.05,96441291.41,52002.98566,,52050.03073,
358,71.52669677,371.8784831,26599.23949,47867.75205,47867752.05,150942978.1,52108.48237,,52180.00906,
359,96.54272271,375.0080194,36204.29523,65152.92392,65152923.92,205448886.8,52248.12036,,52344.66308,
360,58.3957004,368.0696951,21493.68764,38679.84688,38679846.88,121970450.5,52441.24904,,52499.64474,
361,189.3807695,368.2646299,69742.23899,125507.5058,125507505.8,395767001.5,52568.36821,,52757.74898,
362,2.030600076,368.443743,748.1618926,1346.38541,1346385.41,4245601.993,52661.5,,52663.5306,
363,53.40600166,372.42325,19889.63671,35793.21126,35793211.26,112867926.2,52692.64506,,52746.05106,
364,15.30392294,355.3056018,5437.569551,9785.401236,9785401.236,30856631.9,52830.38327,,52845.68719,
365,96.5616292,371.4030099,35863.27973,64539.2355,64539235.5,203513722.6,52958.67313,,53055.23476,
366,87.48925279,369.9858601,32369.78644,58252.37642,58252376.42,183689160.3,53130.49441,,53217.98366,
367,15.30807462,357.8823849,5478.490253,9859.041765,9859041.765,31088845.03,53277.1598,,53292.46787,
368,67.4455512,363.6008559,24523.26014,44131.83829,44131838.29,139162396.7,53340.07374,,53407.5193,
369,3.670757071,359.1023566,1318.177515,2372.180395,2372180.395,7480275.511,53479.821,,53483.49176,
370,41.25434823,366.3176265,15112.19493,27195.77001,27195770.01,85757328.1,53547.24581,,53588.50016,
371,106.099456,368.8259558,39132.23327,70422.01489,70422014.89,222064086.9,53641.95676,,53748.05622,
372,1.213341313,368.7579895,447.4293029,805.1897476,805189.7476,2539031.671,53805.28666,,53806.5,
373,71.363278,369.1836379,26346.15458,47412.30273,47412302.73,149506794.6,53821.06063,,53892.42391,
374,92.12557754,368.6478361,33961.8948,61117.5203,61117520.3,192723914,54032.59758,,54124.72316,
375,44.59507246,368.6774515,16441.19766,29587.43138,29587431.38,93299033.62,54165.46775,,54210.06282,
376,63.55543347,370.3970929,23540.7478,42363.71792,42363717.92,133586923.8,54300.05545,,54363.61088,
377,110.5790926,370.0266929,40917.21595,73634.25366,73634253.66,232193346.5,54461.8522,,54572.4313,
378,55.27005552,371.670202,20542.2327,36967.61713,36967617.13,116571219.3,54614.02897,,54669.29902,
379,170.1335521,367.2387092,62479.62605,112437.7729,112437772.9,354553777.1,54801.5521,,54971.68566,
380,45.75769996,370.196903,16939.35881,30483.9177,30483917.7,96125953.82,54996.69309,,55042.45079,
381,46.7234317,355.4212035,16606.49833,29884.90497,29884904.97,94237066.99,55142.2732,,55188.99663,
382,67.8142352,362.0432046,24551.68303,44182.98786,44182987.86,139323688.4,55255.74146,,55323.5557,
383,105.5188168,364.8745363,38501.12934,69286.28593,69286285.93,218482755,55425.85366,,55531.37247,
384,117.7115981,364.9452206,42958.28514,77307.34339,77307343.39,243775822.8,55712.15857,,55829.87017,
385,56.65447179,363.858459,20614.2088,37097.14467,37097144.67,116979662.9,55905.68973,,55962.3442,
386,0.988711431,361.2502185,357.1722205,642.7639142,642763.9142,2026848.876,55992.51129,,55993.5,
387,64.1292621,364.3382684,23364.74431,42046.98362,42046983.62,132588155,56021.13839,,56085.26765,
388,82.67481831,366.490241,30299.51408,54526.73291,54526732.91,171940964.5,56197.93758,,56280.6124,
389,58.74162028,365.0461455,21443.40206,38589.35341,38589353.41,121685094.4,56348.24788,,56406.98951,
390,128.7193325,374.7549537,48238.20748,86809.04413,86809044.13,273737852.5,56509.87541,,56638.59474,
391,90.18276876,375.584434,33871.24416,60954.38622,60954386.22,192209497.9,56765.87674,,56856.05951,
392,15.42564552,365.9201569,5644.55463,10157.88972,10157889.72,32031212.26,56926.42408,,56941.84972,
393,93.53463145,369.3368069,34545.78211,62168.27865,62168278.65,196037305.3,57013.66586,,57107.20049,
394,62.17880098,364.7965024,22682.60912,40819.41927,40819419.27,128717235.4,57233.81136,,57295.99016,
395,64.77718032,364.3833525,23603.72613,42477.05316,42477053.16,133944307.6,57366.5599,,57431.33708,
396,58.60196413,363.4776903,21300.50657,38332.19996,38332199.96,120874203.9,57500.67209,,57559.27406,
397,0.899114659,370.3425343,332.9804014,599.2285342,599228.5342,1889567.311,57690.60089,,57691.5,
398,83.48127851,368.8134419,30789.01766,55407.63915,55407639.15,174718755.5,57662.21169,,57745.69297,
399,115.4786715,369.1207132,42625.56959,76708.5915,76708591.5,241887758.5,57797.23761,,57912.71628,
400,185.3442958,366.3460674,67900.1539,122192.506,122192506,385313702.2,58056.50153,,58241.84582,
401,72.80127544,373.2859867,27175.69594,48905.13788,48905137.88,154214201.4,58320.46471,,58393.26599,
402,35.26555783,376.8218468,13288.83263,23914.46363,23914463.63,75410275.32,58482.7545,,58518.02006,
403,213.720873,372.0654422,79518.1511,143100.1492,143100149.2,451242470.5,58466.21828,,58679.93916,
404,70.5227842,375.2856134,26466.18633,47628.31078,47628310.78,150187940,58713.81343,,58784.33621,
405,42.58827659,376.0017971,16013.26853,28817.33396,28817333.96,90870659.76,58832.21508,,58874.80336,
406,114.3973134,373.9415241,42777.90571,76982.73421,76982734.21,242752221.9,59043.99671,,59158.39402,
407,75.04840686,373.9306018,28062.89594,50501.73503,50501735.03,159248804.4,59226.16273,,59301.21114,
408,14.48047255,366.9023834,5312.919891,9561.082831,9561082.831,30149281.19,59356.78641,,59371.26688,
409,58.18890249,372.1751696,21656.46465,38972.77893,38972778.93,122894162.9,59412.02999,,59470.21889,
410,59.85926727,369.6172405,22125.01719,39815.98185,39815981.85,125553062.8,59548.32957,,59608.18884,
411,160.2009457,375.331234,60128.41864,108206.5611,108206561.1,341211356.2,59707.44686,,59867.64781,
412,7.938714474,355.6325574,2823.265331,5080.722886,5080722.886,16021212.83,59936.98297,,59944.92168,
413,24.61938531,366.0875087,9012.849435,16219.44275,16219442.75,51145309.46,60030.02118,,60054.64057,
414,196.3056508,365.9477004,71837.60149,129278.3013,129278301.3,407657576.6,60094.52779,,60290.83344,
415,103.6178702,345.0394921,35752.2573,64339.44053,64339440.53,202883702.5,60400.35248,,60503.97035,
416,29.68300759,345.5949633,10258.29792,18460.74063,18460740.63,58212868.79,60462.93938,,60492.62239,
417,90.83893388,348.934328,31696.82235,57041.3163,57041316.3,179870284.1,60607.55837,,60698.3973,
418,185.0385822,348.2253205,64435.11958,115956.8614,115956861.4,365650636.3,60762.51874,,60947.55732,
419,51.07147961,349.3676572,17842.72318,32109.60409,32109604.09,101252284.9,60881.29968,,60932.37116,
420,192.2884893,353.2344313,67922.91517,122233.467,122233467,385442865.8,61079.43494,,61271.72343,
421,169.3196165,352.4958516,59684.4624,107407.6215,107407621.5,338692033.1,61461.44569,,61630.76531,
422,61.62444824,359.0936537,22128.94828,39823.0562,39823056.2,125575370.6,61727.24048,,61788.86493,
423,47.11802737,354.7713155,16716.12455,30082.18733,30082187.33,94859164.06,61851.81271,,61898.93074,
424,54.83608753,356.4272786,19545.07745,35173.14551,35173145.51,110912652.2,61976.74911,,62031.58519,
425,71.8019525,362.7927011,26049.22429,46877.94965,46877949.65,147821801.2,62097.80415,,62169.60611,
426,110.8781282,365.6916457,40547.20518,72968.3856,72968385.6,230093642.6,62261.80396,,62372.68209,
427,8.737948397,364.4725448,3184.742288,5731.233566,5731233.566,18072489.85,62442.96747,,62451.70542,
428,61.5708164,363.0166952,22351.23429,40223.08012,40223080.12,126836779.3,62423.9457,,62485.51652,
429,317.7206041,370.0569314,117574.7118,211586.3934,211586393.4,667202427.2,62628.94852,,62946.66912,
430,32.45015938,383.9599977,12459.56312,22422.11768,22422117.68,70704411.08,62861.68407,,62894.13423,
431,55.40970367,372.2650355,20627.0953,37120.33511,37120335.11,117052790,62998.03032,,63053.44002,
432,60.03459864,367.5691788,22066.86812,39711.33731,39711337.31,125223083.7,63125.8721,,63185.9067,
433,71.68451035,372.1671759,26678.62177,48010.60769,48010607.69,151393449.6,63252.83223,,63324.51674,
434,0.929300481,367.6883352,341.6929467,614.9075523,614907.5523,1939008.481,63406.5707,,63407.5,
435,3.441947898,367.6985277,1265.599174,2277.560886,2277560.886,7181908.661,63409.62926,,63413.07121,
436,67.64154846,362.5186484,24521.32272,44128.35172,44128351.72,139151402.4,63385.3109,,63452.95245,
437,5.334513182,358.2662314,1911.175934,3439.335014,3439335.014,10845369.74,63515.21437,,63520.54888,
438,91.08013202,366.8024578,33408.41629,60121.48534,60121485.34,189583083.8,63678.30256,,63769.38269,
439,259.9760958,374.0147338,97234.89027,174983.0336,174983033.6,551779832.7,63886.23767,,64146.21377,
440,15.33376009,385.4006584,5909.641236,10634.93719,10634937.19,33535501.95,64024.08406,,64039.41782,
441,82.7145887,379.6321718,31401.11895,56509.17111,56509171.11,178192252.9,64216.63562,,64299.35021,
442,7.354152653,359.2571271,2642.031754,4754.576572,4754576.572,14992764.79,64474.66482,,64482.01897,
443,73.38278657,358.201482,26285.8229,47303.73038,47303730.38,149164429.8,64438.99885,,64512.38164,
444,35.81056619,355.4309842,12728.18479,22905.52681,22905526.81,72228761.22,64624.78091,,64660.59148,
445,50.56666758,365.2673335,18470.35183,33239.07896,33239078.96,104813895.6,64739.63241,,64790.19908,
446,302.1420334,362.0653279,109395.1544,196866.5355,196866535.5,620785808.6,64726.53894,,65028.68097,
447,15.37839385,364.4443215,5604.568314,10085.93071,10085930.71,31804301.5,64985.09783,,65000.47623,
448,91.29325651,359.0861806,32782.14679,58994.4564,58994456.4,186029185.8,65125.84331,,65217.13657,
449,11.17935708,360.6799895,4032.170396,7256.257563,7256257.563,22881398.85,65420.28658,,65431.46594,
450,206.3057056,356.7813114,73606.02019,132460.7316,132460731.6,417692840.4,65380.16147,,65586.46717,
451,38.98274501,357.1012967,13920.78879,25051.72625,25051726.25,78996443.44,65621.265,,65660.24774,
452,67.48498991,355.8772519,24016.37276,43219.64831,43219648.31,136285957.7,65750.33603,,65817.82102,
453,13.55692377,346.8162789,4701.761856,8461.24833,8461248.33,26681136.4,65884.5905,,65898.14742,
454,164.3493429,353.0288221,58020.05494,104412.3688,104412368.8,329247003,65980.33261,,66144.68196,
455,88.2890476,352.5947687,31130.25632,56021.72916,56021729.16,176655185.9,66253.64979,,66341.93883,
456,96.17618207,352.1762342,33870.96562,60953.88497,60953884.97,192207917.3,66430.99679,,66527.17298,
457,125.4371763,354.9388068,44522.52167,80122.32938,80122329.38,252652412,66686.64784,,66812.08501,
458,118.7218218,353.8422813,42008.80028,75598.65899,75598658.99,238387771.4,66892.71048,,67011.43231,
459,139.7242361,349.5673766,48843.03467,87897.48571,87897485.71,277170071.6,67108.73054,,67248.45478,
460,16.10653133,350.3725883,5643.287071,10155.60864,10155608.64,32024019.23,67183.22472,,67199.33125,
461,79.78893465,358.8906438,28635.50212,51532.19196,51532191.96,162498178.7,67344.22099,,67424.00992,
462,5.361267769,347.7604468,1864.436875,3355.223824,3355223.824,10580139.12,67494.23172,,67499.59299,
463,121.5554322,359.1989719,43662.58629,78574.79741,78574797.41,247772527.8,67558.79377,,67680.34921,
464,56.76396124,355.8140454,20197.41468,36347.08572,36347085.72,114614477,67736.67654,,67793.4405,
465,5.221356389,350.5115746,1830.145849,3293.514003,3293514.003,10385547.49,67879.04658,,67884.26794,
466,133.375874,353.5798011,47159.015,84866.93905,84866939.05,267613747.8,67941.64981,,68075.02568,
467,0.590445066,355.9468793,210.1670785,378.2147835,378214.7835,1192637.284,67993.49103,,67994.08147,
468,48.75682671,353.4818773,17234.65464,31015.3294,31015329.4,97801672.06,68118.18536,,68166.94219,
469,61.85663945,352.6621596,21814.49605,39257.17081,39257170.81,123790945.3,68245.81343,,68307.67007,
470,57.52265796,355.9862656,20477.27619,36850.72199,36850721.99,116202610,68380.30115,,68437.82381,
471,96.19886278,363.6366653,34981.43367,62952.27327,62952273.27,198509501.7,68530.72956,,68626.92842,
472,84.68214142,364.5350976,30869.61269,55552.67723,55552677.23,175176108.9,68688.40816,,68773.0903,
473,55.12865244,358.2192714,19748.14571,35538.58533,35538585.33,112065005.7,68889.52608,,68944.65474,
474,37.62125794,369.5254599,13902.01265,25017.93687,25017936.87,78889894.26,69045.71546,,69083.33672,
475,250.3116993,366.2675331,91681.04861,164988.3901,164988390.1,520263390.2,69028.09193,,69278.40363,
476,54.34054225,362.4286043,19694.56688,35442.16535,35442165.35,111760961.4,69336.36549,,69390.70603,
477,70.1592514,362.2343629,25414.09173,45734.97081,45734970.81,144217607.9,69517.21758,,69587.37683,
478,75.21871248,366.29456,27552.20519,49582.70056,49582700.56,156350782.4,69651.63785,,69726.85656,
479,54.92372237,362.6137539,19916.09715,35840.82923,35840829.23,113018081.5,69783.40238,,69838.3261,
480,93.68756795,369.1892161,34588.43977,62245.04498,62245044.98,196279375.2,69999.19275,,70092.88032,
481,120.7994394,385.3455118,46549.52179,83770.10057,83770100.57,264155050.5,70163.46967,,70284.26911,
482,86.53149129,368.0027144,31843.82367,57305.85855,57305858.55,180704474,70451.97829,,70538.50978,
483,256.9343679,367.3937223,94396.07381,169874.325,169874325,535670371.7,70610.46696,,70867.40132,
484,49.40019778,370.8286863,18319.01044,32966.72636,32966726.36,103955077.1,70805.62472,,70855.02491,
485,16.14510871,365.3883561,5899.234729,10616.20974,10616209.74,33476448.04,71033.61548,,71049.76059,
